,unit_name,furnish_status,num_rooms,num_bathroom,elec_power,location,longitude,latitude,size,room_type,property_type,building,tower,floor_num,room_facility,kitchen_facility,building_facility,clean_rating,location_rating,satisfaction_rating,checkin/out_rating,economic_rating,staff_rating,total_rating,monthly_price
2441,Nice and Elegant 2BR Apartment at Southgate Residence By Travelio - Jakarta,Full Furnished,3,2.0,2200.0,"Jl. Raya Tj. Barat No.163, RW.4, Tj. Bar., Jagakarsa, Jakarta Selatan, DKI Jakarta, 12530",106.83995425701141,-6.305605117601178,85.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Southgate Residence,2,8.0,"Queen Bed (160x200),Pillow,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Bed Config :,1 Queen Bed (160x200)","Trundle Bed (Single Bed & Single Underbed),Pillow,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Bed Config :,1 Trundle Bed (Single Bed & Single Underbed)","24-Hour Security,CCTV In Public Area,Fitness Center,Jogging Track,Playground,Swimming Pool",,,,,,,,19250000.0
2442,Spacious and Strategic 3BR Apartment One Park Residence By Travelio - Jakarta,Full Furnished,3,2.0,7040.0,"Jl. KH. M . Syafii. Hadzami No. 1, Gandaria, Kebayoran Baru, RT.1/RW.10, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12130",106.78861476480961,-6.245653720075741,143.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen One Park Residence,B,9.0,"Bowl,Chopping Board,Cooking Knife,Dining Chair,Dining Knife,Dining Table,Dustbin,Exhaust Fan,Fork,Frying Pan,Gallon,Gas Stove,Kitchen Set,Microwave,Mops,Mug,Oven,Plate,Refrigerator,Sauce Pan,Spatula,Tablespoon,Teko Elektrik,Washing Machine,Water Dispenser","Air Conditioner,TV,Sofa,Table,Chair,Iron Board,Complimentary Bottled Water,Shoes Rack","24-Hour Security,Access Card,CCTV Public Area,Elevator,Fitness Center,Playground,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,19254999.0
2443,Elegant and Comfy 3BR at Sudirman Suites Apartment By Travelio - Jakarta,Full Furnished,3,1.0,6800.0,"Jl. Jenderal Sudirman No.36, RT.14/RW.1, Bend. Hilir, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10210",106.81615233421326,-6.215685774956277,64.04,Seluruh Rumah / Apartemen,Apartemen,Apartemen Sudirman Suites,1,,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Hanger,Air Conditioner,Blackout Curtain,AC Remote,Side Table,Vanity Desk,Chair,Bed Config :,1 Queen Bed (160x200)","Single Bed (100x200),Pillow,Wardrobe,Hanger,Air Conditioner,Blackout Curtain,AC Remote,Bed Config :,1 Single Bed (100x200)","24-Hour Security,Access Card,CCTV In Public Area,Elevator,Fitness Center,Jacuzzi,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,20211600.0
2444,Spacious 2BR Apartment at One Park Residence Gandaria By Travelio - Jakarta,Full Furnished,3,2.0,5500.0,"Jl. KH. M . Syafii. Hadzami No. 1, Gandaria, Kebayoran Baru, RT.1/RW.10, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12130",106.78861476480961,-6.245653720075741,94.5,Seluruh Rumah / Apartemen,Apartemen,,,,,,,4.9,4.9,4.9,4.9,4.9,4.9,4.9,19804676.0
2445,Spacious and Comfortable 2BR Bellagio Mansion Apartment By Travelio - Jakarta,Full Furnished,2,2.0,10600.0,"Jl. DR. Ide Anak Agung Gde Agung, RT.5/RW.2, Kuningan, Kuningan Tim., Setiabudi, Jakarta Selatan, DKI Jakarta, 12950",106.82790845632553,-6.228507201469075,100.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Bellagio Mansion,1,15.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,TV 32"",Side Table,Hanger,AC Remote,Remote TV,Antena Building,Chair,Bed Config :,1 Queen Bed (160x200)","Super Single Bed (120x200),Pillow,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Vanity Desk,Chair,Bed Config :,1 Super Single Bed (120x200)","24-Hour Security,Fitness Center,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,19582500.0
2446,Gorgeous 2BR at Kemang Village Apartment By Travelio - Jakarta,Full Furnished,2,2.0,3500.0,"Jl. Pangeran Antasari No.36, Bangka, Mampang Prapatan, Jakarta Selatan, DKI Jakarta, 12430",106.81266077354123,-6.261401779491484,113.2,Seluruh Rumah / Apartemen,Apartemen,Apartemen Kemang Village,Infinity,25.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,TV,AC Remote,Remote TV,Cable TV,Hanger,Vanity Desk,Side Table,Chair,Bed Config :,1 Queen Bed (160x200)","Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,Pillow,Hanger,AC Remote,Bed Config :,1 Queen Bed (160x200)","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Mall Access,Playground,Restaurant,Supermarket",4.9,4.9,4.9,4.9,4.9,4.9,4.9,20060000.0
2447,Spacious 2BR Apartment at Southgate Residence By Travelio - Jakarta,Full Furnished,2,2.0,1300.0,"Jl. Raya Tj. Barat No.163, RW.4, Tj. Bar., Jagakarsa, Jakarta Selatan, DKI Jakarta, 12530",106.83995425701141,-6.305605117601178,87.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Southgate Residence,1,5.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Air Conditioner,Blackout Curtain,TV,Side Table,Hanger,Vanity Desk,AC Remote,Remote TV,Antena Building,Chair,Bed Config :,1 Queen Bed (160x200)","Super Single Bed (120x200),Mattress Protector 120x200,Pillow,Wardrobe,Air Conditioner,Blackout Curtain,Hanger,AC Remote,Chair,Bed Config :,1 Super Single Bed (120x200)","24-Hour Security,CCTV In Public Area,Fitness Center,Jogging Track,Playground,Swimming Pool",,,,,,,,19631718.0
2448,Spacious 3BR Apartment at 8th Floor Veranda Residence By Travelio - Jakarta,Full Furnished,3,2.0,3300.0,"Jl. Pesanggrahan No.28, Kembangan Sel., Kembangan, Jakarta Barat, DKI Jakarta, 11610",106.75631761550903,-6.189430006701461,136.75,Seluruh Rumah / Apartemen,Apartemen,Apartemen Veranda Residence,1,8.0,"King Bed (180x200),Pillow,Mirror,Wardrobe,Hanger,Air Conditioner,Curtain,AC Remote,Side Table,Vanity Desk,Chair,Bed Config :,1 King Bed (180x200)","Queen Bed (160x200),Pillow,Wardrobe,Hanger,Air Conditioner,Curtain,AC Remote,Vanity Desk,Side Table,Bed Config :,1 Queen Bed (160x200)","24-Hour Security,Access Card,CCTV In Public Area,Elevator,Fitness Center,Playground,Restaurant,Swimming Pool",4.8,4.8,4.8,4.8,4.8,4.8,4.8,20123853.0
2449,Comfy and Modern Look 2BR at The Peak Sudirman Apartment By Travelio - Jakarta,Full Furnished,2,1.0,3500.0,"Jl. Setiabudi Raya No.9, RT.2/RW.2, Kuningan, Setiabudi, Jakarta Selatan, DKI Jakarta, 12910",106.82373762130737,-6.210538184900705,82.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen The Peak Sudirman,Regal,5.0,"King Bed (180x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,Side Table,Hanger,Panel AC Central,Remote TV,Cable TV,Table Lamp,Bed Config :,1 King Bed (180x200)","Super Single Bed (120x200),Pillow,Wardrobe,Air Conditioner,Curtain,Hanger,Panel AC Central,Iron,Iron Board,Vanity Desk,Chair,Bed Config :,1 Super Single Bed (120x200)","24-Hour Security,Access Card,CCTV Public Area,Elevator,Fitness Center,Playground,Swimming Pool",,,,,,,,19665000.0
2450,Big and Cozy 2BR with Work Space Somerset Grand Citra Apartment By Travelio - Jakarta,Full Furnished,2,2.0,13200.0,"Jl. Prof. DR. Satrio No.1, RT.5/RW.2, Kuningan, Kuningan Timur, Setiabudi, Jakarta Selatan, DKI Jakarta, 12940",106.82483196258545,-6.224552950645216,139.6,Seluruh Rumah / Apartemen,Apartemen,Apartemen Somerset Grand Citra,RESIDENTIAL,12.0,"King Bed (180x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,TV,Side Table,Hanger,Vanity Desk,AC Remote,Remote TV,Cable TV,Chair,Bed Config :,1 King Bed (180x200)","Queen Bed (160x200),Pillow,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Side Table,Table Lamp,Vanity Desk,Chair,Mirror,Bed Config :,1 Queen Bed (160x200)","24-Hour Security,CCTV In Public Area,Fitness Center,Jogging Track,Playground,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,20116899.0
2451,Spacious and Strategic 3BR Apartment at Veranda Residence By Travelio - Jakarta,Full Furnished,3,2.0,7700.0,"Jl. Pesanggrahan No.28, Kembangan Sel., Kembangan, Jakarta Barat, DKI Jakarta, 11610",106.75633236765862,-6.189431339988496,116.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Veranda Residence,1,23.0,"King Bed (180x200),Pillow,Wardrobe,Hanger,Air Conditioner,Curtain,AC Remote,Side Table,Table Lamp,Bed Config :,1 King Bed (180x200)","Queen Bed (160x200),Pillow,Wardrobe,Air Conditioner,Curtain,AC Remote,Side Table,Table Lamp,Bed Config :,1 Queen Bed (160x200)","24-Hour Security,Access Card,CCTV In Public Area,Elevator,Fitness Center,Playground,Restaurant,Swimming Pool",,,,,,,,20573915.0
2452,Luxurious and Spacious 2BR at Kusuma Chandra Apartment By Travelio - Jakarta,Full Furnished,2,2.0,4500.0,"Jl. Jenderal Sudirman No.Kav. 52-53, RT.4/RW.3, Senayan, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12190",106.81212365627289,-6.226896707761822,127.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Kusuma Chandra,A,3.0,"Queen Bed (160x200),Pillow,Wardrobe,Mirror,Air Conditioner,Curtain,AC Remote,Hanger,Side Table,Bed Config :,1 Queen Bed (160x200)","Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,Pillow,Hanger,AC Remote,Side Table,Bed Config :,1 Queen Bed (160x200)","CCTV In Public Area,Fitness Center,Jogging Track,Laundry (Charge),Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,20624980.0
2453,Stunning and Comfortable 3BR Apartment Casa Grande Residence By Travelio - Jakarta,Full Furnished,3,2.0,10000.0,"Lobby Office 88 Kasablanka, Jl. Raya Casablanca, RT.4/RW.12, Menteng Dalam, Tebet, Jakarta Selatan, DKI Jakarta, 12870",106.841813,-6.223437,99.3,Seluruh Rumah / Apartemen,Apartemen,Apartemen Casa Grande Residence,MONTANA,1.0,"King Bed (180x200),Pillow,Mirror,Wardrobe,Hanger,Air Conditioner,Blackout Curtain,AC Remote,Side Table,Bed Config :,1 King Bed (180x200)","Queen Bed (160x200),Pillow,Wardrobe,Hanger,Air Conditioner,Blackout Curtain,AC Remote,Bed Config :,1 Queen Bed (160x200)","24-Hour Security,24-Hours Frontdesk,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Dry Cleaning,Fitness Center,Jogging Track,Laundry (Charge),Mall Access,Meeting Facilities,Playground,Restaurant,Rooftop Area,Shops,Supermarket,Swimming Pool,Wi-Fi In Public Area",5.0,5.0,5.0,5.0,5.0,5.0,5.0,20714999.0
2454,Big and Homey 3BR Apartment at Cilandak 88 Condominium By Travelio - Jakarta,Full Furnished,4,2.0,16500.0,"Jl. Margasatwa Bar. No.88, RT.1/RW.7, Cilandak Timur, Pasar Minggu, Jakarta Selatan, DKI Jakarta, 12560",106.81193053722382,-6.309998637695928,200.0,Seluruh Rumah / Apartemen,Apartemen,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20255000.0
2455,Spacious and Comfort 3BR Apartment at Cilandak 88 Condominium By Travelio - Jakarta,Full Furnished,3,2.0,16500.0,"Jl. Margasatwa Bar. No.88, RT.1/RW.7, Cilandak Timur, Pasar Minggu, Jakarta Selatan, DKI Jakarta, 12560",106.81193053722382,-6.309998637695928,200.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Cilandak 88 Condominium,AB,4.0,"King Bed (180x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Vanity Desk,Side Table,Table Lamp,TV Cabinet,Bed Config :,1 King Bed (180x200)","King Bed (180x200),Pillow,Wardrobe,Hanger,Air Conditioner,Curtain,AC Remote,TV Cabinet,Table Lamp,Side Table,Bed Config :,1 King Bed (180x200)","Fitness Center,Jogging Track,Playground,Swimming Pool,Tennis Court",,,,,,,,20255000.0
2456,Big and Cozy 3BR Apartment at Cilandak 88 Condominium By Travelio - Jakarta,Full Furnished,3,2.0,16500.0,"Jl. Margasatwa Bar. No.88, RT.1/RW.7, Cilandak Timur, Pasar Minggu, Jakarta Selatan, DKI Jakarta, 12560",106.81193053722382,-6.309998637695928,200.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Cilandak 88 Condominium,CD,1.0,"King Bed (180x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Vanity Desk,Side Table,Table Lamp,TV Cabinet,Bed Config :,1 King Bed (180x200)","King Bed (180x200),Pillow,Wardrobe,Hanger,Air Conditioner,Curtain,AC Remote,TV Cabinet,Table Lamp,Side Table,Bed Config :,1 King Bed (180x200)","Fitness Center,Jogging Track,Playground,Swimming Pool,Tennis Court",5.0,5.0,5.0,5.0,5.0,5.0,5.0,20255000.0
2457,Elegant and Stylish 3BR at 25th Floor Gandaria Heights Apartment By Travelio - Jakarta,Full Furnished,5,2.0,3300.0,"Jl. KH. Moh. Syafi'i Hadzami No.8, RT.10/RW.6, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 12240",106.784516,-6.24408,117.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Gandaria Heights,B,25.0,"King Bed (180x200),Pillow,Wardrobe,Hanger,Air Conditioner,Blackout Curtain,AC Remote,Vanity Desk,Chair,Bed Config :,1 King Bed (180x200)","Trundle Bed (Super Single Bed & Super Single Underbed),Pillow,Wardrobe,Hanger,Air Conditioner,Blackout Curtain,AC Remote,Long Table Shelving,Chair,Bed Config :,1 Trundle Bed (Super Single Bed & Super Single Underbed)","24-Hour Security,ATM On Site,Access Card,CCTV Public Area,Elevator,Fitness Center,Playground,Restaurant,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,20295000.0
2458,Elegant and Comfort Stay 1BR at Gold Coast Apartment By Travelio - Jakarta,Full Furnished,1,1.0,3600.0,"Jl. Pantai Indah Kapuk, RT.8/RW.1, Kamal Muara, Penjaringan, Jakarta Utara, DKI Jakarta, 14470",106.738439,-6.10186,51.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Gold Coast,Carribean,36.0,"King Bed (180x200),Wardrobe,Air Conditioner,Curtain,Pillow,Side Table,Mirror,Hanger,Vanity Desk,AC Remote,Smart TV,Remote TV,Chair,Bed Config :,1 King Bed (180x200)","Sofa,Smart TV,Curtain,Air Conditioner,AC Remote,Remote TV,Dining Chair,Dining Table,Coffee Table,TV Cabinet,Cable TV","24-Hour Security,ATM On Site,Access Card,Basketball Court,CCTV In Public Area,Elevator,Fitness Center,Jogging Track,Playground,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,20712000.0
2459,Spacious and Elegant 2BR The Empyreal Epicentrum Kuningan Apartment By Travelio - Jakarta,Full Furnished,2,2.0,10600.0,"Jl. Epicentrum Tengah No.2, RW.5, Karet Kuningan, Setiabudi, Jakarta Selatan, DKI Jakarta, 12940",106.83386564254761,-6.218660181786843,176.38,Seluruh Rumah / Apartemen,Apartemen,Apartemen The Empyreal Epicentrum Kuningan,Masterpiece,10.0,"King Bed (180x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,TV,AC Remote,Remote TV,Antena Indoor,Hanger,Vanity Desk,Side Table,Chair,Bed Config :,1 King Bed (180x200)","Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,Pillow,Hanger,AC Remote,Bed Config :,1 Queen Bed (160x200)","24-Hour Security,CCTV Public Area,Jogging Track,Playground,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,20383727.0
2460,Elegant and Spacious 3BR Menteng Park Apartment By Travelio - Jakarta,Full Furnished,5,2.0,8800.0,"Jl. Cikini Raya No.79, RT.2/RW.2, Cikini, Menteng, Jakarta Pusat, DKI Jakarta, 10330",106.84015274047852,-6.1908806210051495,112.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Menteng Park,EMERALD,15.0,"Queen Bed (160x200),Pillow,Wardrobe,Hanger,Air Conditioner,Curtain,AC Remote,Side Table,Chair,Table,Bed Config :,1 Queen Bed (160x200)","Trundle Bed (Single Bed & Single Underbed),Pillow,Wardrobe,Hanger,Air Conditioner,Curtain,AC Remote,Chair,Table,Side Table,Bed Config :,1 Trundle Bed (Single Bed & Single Underbed)","24-Hour Security,Access Card,CCTV In Public Area,Elevator,Fitness Center,Laundry (Charge),Playground,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,21257000.0
2461,Comfort and Spacious 3BR at Gandaria Heights Apartment By Travelio - Jakarta,Full Furnished,3,2.0,2200.0,"Jl. KH. Moh. Syafi'i Hadzami No.8, RT.10/RW.6, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 12240",106.784516,-6.24408,99.6,Seluruh Rumah / Apartemen,Apartemen,Apartemen Gandaria Heights,A,20.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Hanger,Air Conditioner,Curtain,TV,AC Remote,Remote TV,Side Table,Vanity Desk,Antena Building,Chair,Bedside Lamp,Vitrage Curtain,Bed Config :,1 Queen Bed (160x200)","Single Bed (100x200),Pillow,Wardrobe,Hanger,Air Conditioner,Fan,Curtain,AC Remote,Chair,Vitrage Curtain,Bed Config :,1 Single Bed (100x200)","24-Hour Security,ATM On Site,Access Card,CCTV Public Area,Elevator,Fitness Center,Playground,Restaurant,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,21255000.0
2462,Luxurious and Strategic 2BR at Kusuma Chandra Apartment By Travelio - Jakarta,Full Furnished,2,2.0,10000.0,"Jl. Jenderal Sudirman No.Kav. 52-53, RT.4/RW.3, Senayan, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12190",106.81212365627289,-6.226896707761822,145.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Kusuma Chandra,B,7.0,"Queen Bed (160x200),Pillow,Wardrobe,Air Conditioner,Curtain,AC Remote,Hanger,Side Table,Bed Config :,1 Queen Bed (160x200)","Queen Bed (160x200),Wardrobe,Air Conditioner,Pillow,Hanger,AC Remote,Bed Config :,1 Queen Bed (160x200)","CCTV In Public Area,Fitness Center,Jogging Track,Laundry (Charge),Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,21761687.0
2463,Premium and Spacious 3BR Apartment at Kemang Village By Travelio - Jakarta,Full Furnished,3,2.0,3500.0,"Jl. Pangeran Antasari No.36, Bangka, Mampang Prapatan, Jakarta Selatan, DKI Jakarta, 12430",106.81266077354123,-6.261401779491484,132.3,Seluruh Rumah / Apartemen,Apartemen,Apartemen Kemang Village,EMPIRE,23.0,"Bowl,Chopping Board,Cooking Knife,Dining Chair,Dining Table,Dustbin,Electric Stove,Exhaust Fan,Fork,Frying Pan,Gallon,Kitchen Scissor,Kitchen Set,Microwave,Mixing Bowl,Mops,Mug,Plate,Refrigerator,Sauce Pan,Serving Plate,Spatula,Tablespoon,Teko Elektrik,Washing Machine,Wine Glass","Mirror,Air Conditioner,TV,Sofa,Sofa Pillow,Table,Cable TV,Clock,Shoes Rack","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Mall Access,Playground,Restaurant,Supermarket",5.0,5.0,5.0,5.0,5.0,5.0,5.0,21715600.0
2464,Minimalist 3BR at Somerset Berlian Kebayoran Lama Apartment By Travelio - Jakarta,Full Furnished,4,2.0,12000.0,"Jl. Permata Berlian No.5, RT.14/RW.2, Grogol Utara, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 12210",106.781908,-6.223566,104.85,Seluruh Rumah / Apartemen,Apartemen,,,,,,,,,,,,,,21788000.0
2465,Stunning 3BR Apartment at Casa Grande Residence By Travelio - Jakarta,Full Furnished,3,2.0,8800.0,"Lobby Office 88 Kasablanka, Jl. Raya Casablanca, RT.4/RW.12, Menteng Dalam, Tebet, Jakarta Selatan, DKI Jakarta, 12870",106.841813,-6.223437,104.2,Seluruh Rumah / Apartemen,Apartemen,Apartemen Casa Grande Residence,Montana,25.0,"King Bed (180x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Bed Config :,1 King Bed (180x200)","Queen Bed (160x200),Pillow,Wardrobe,Hanger,Air Conditioner,Blackout Curtain,AC Remote,Bed Config :,1 Queen Bed (160x200)","24-Hour Security,24-Hours Frontdesk,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Dry Cleaning,Fitness Center,Jogging Track,Laundry (Charge),Mall Access,Meeting Facilities,Playground,Restaurant,Rooftop Area,Shops,Supermarket,Swimming Pool,Wi-Fi In Public Area",5.0,5.0,5.0,5.0,5.0,5.0,5.0,22137504.0
2466,Exclusive 3BR Apartment at Casa Grande Residence By Travelio - Jakarta,Full Furnished,3,2.0,8800.0,"Lobby Office 88 Kasablanka, Jl. Raya Casablanca, RT.4/RW.12, Menteng Dalam, Tebet, Jakarta Selatan, DKI Jakarta, 12870",106.841813,-6.223437,99.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Casa Grande Residence,MIRAGE,31.0,"Mops,Wiper,Portable,Access Card,Balcony / Terrace,Non-Smoking Room","Curtain,Air Conditioner,TV,Sofa,Table,Setrika,Iron Board,Cable TV,Complimentary Bottled Water","24-Hour Security,24-Hours Frontdesk,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Dry Cleaning,Fitness Center,Jogging Track,Laundry (Charge),Mall Access,Meeting Facilities,Playground,Restaurant,Rooftop Area,Shops,Supermarket,Swimming Pool,Wi-Fi In Public Area",5.0,5.0,5.0,5.0,5.0,5.0,5.0,22360833.0
2467,Comfy Luxurious 3BR Gandaria Heights Apartment By Travelio - Jakarta,Full Furnished,3,3.0,2200.0,"Jl. KH. Moh. Syafi'i Hadzami No.8, RT.10/RW.6, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 12240",106.784516,-6.24408,90.0,Seluruh Rumah / Apartemen,Apartemen,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,22457411.0
2468,High Floor and Strategic 3BR Apartment at FX Residence By Travelio - Jakarta,Full Furnished,3,2.0,4400.0,"Jl. Jenderal Sudirman Jl. Pintu Satu Senayan, RT.14/RW.1, Bend. Hilir, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10270",106.80405557155609,-6.22487025170882,92.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen FX Residence,1,35.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Hanger,Air Conditioner,Blackout Curtain,TV 32"",AC Remote,Remote TV,Side Table,Vanity Desk,Antena Indoor,Bed Config :,1 Queen Bed (160x200)","Queen Bed (160x200),Pillow,Air Conditioner,AC Remote,Bed Config :,1 Queen Bed (160x200)","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Elevator,Fitness Center,Laundry (Charge),Mall Access,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,22625468.0
2469,Spacious and Nice 3BR Apartment at Casa Grande Residence By Travelio - Jakarta,Full Furnished,3,2.0,3300.0,"Lobby Office 88 Kasablanka, Jl. Raya Casablanca, RT.4/RW.12, Menteng Dalam, Tebet, Jakarta Selatan, DKI Jakarta, 12870",106.841813,-6.223437,97.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Casa Grande Residence,Bella,2.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Hanger,Air Conditioner,Blackout Curtain,AC Remote,Side Table,Vanity Desk,Chair,Painting,Bed Config :,1 Queen Bed (160x200)","Queen Bed (160x200),Pillow,Wardrobe,Hanger,Air Conditioner,Blackout Curtain,AC Remote,Vanity Desk,Chair,Sofa,Side Table,Bed Config :,1 Queen Bed (160x200)","24-Hour Security,24-Hours Frontdesk,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Dry Cleaning,Fitness Center,Jogging Track,Laundry (Charge),Mall Access,Meeting Facilities,Playground,Restaurant,Rooftop Area,Shops,Supermarket,Swimming Pool,Wi-Fi In Public Area",4.9,4.9,4.9,4.9,4.9,4.9,4.9,22393500.0
2470,Exclusive 2BR Residence 8 Senopati Apartment By Travelio - Jakarta,Full Furnished,2,1.0,3500.0,"Jl. Senopati No.8, RT.8/RW.3, Senayan, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12190",106.80590629577637,-6.229064473803397,65.66,Seluruh Rumah / Apartemen,Apartemen,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,22875400.0
2471,Strategic and Best 3BR Apartment at FX Residence By Travelio - Jakarta,Full Furnished,3,2.0,4400.0,"Jl. Jenderal Sudirman Jl. Pintu Satu Senayan, RT.14/RW.1, Bend. Hilir, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10270",106.80405557155609,-6.22487025170882,92.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen FX Residence,-,32.0,"Bowl,Chopping Board,Cooking Knife,Dining Chair,Dining Table,Dustbin,Exhaust Fan,Fork,Frying Pan,Gallon,Gas Stove,Kettle (Siul),Kitchen Set,Microwave,Mixing Bowl,Mops,Mug,Plate,Refrigerator,Sauce Pan,Serving Plate,Spatula,Tablespoon,Washing Machine,Water Dispenser","Dustbin,Air Conditioner,TV,Sofa,Setrika,Iron Board,Complimentary Bottled Water","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Elevator,Fitness Center,Laundry (Charge),Mall Access,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,22868765.0
2472,Luxurious 3BR Apartment at FX Residence Sudirman By Travelio - Jakarta,Full Furnished,3,2.0,3300.0,"Jl. Jenderal Sudirman Jl. Pintu Satu Senayan, RT.14/RW.1, Bend. Hilir, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10270",106.80405557155609,-6.22487025170882,92.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen FX Residence,40,,"Bowl,Chopping Board,Dining Chair,Dining Knife,Dining Table,Dustbin,Fork,Frying Pan,Gas Stove,Kitchen Set,Microwave,Mug,Plate,Refrigerator,Sauce Pan,Spatula,Tablespoon,Teko Elektrik,Washing Machine","Curtain,Air Conditioner,TV,Sofa,Sofa Pillow,Table,Setrika,Iron Board","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Elevator,Fitness Center,Laundry (Charge),Mall Access,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,23003166.0
